household_ID,month,consumption
ID1093,2023-03-31,72
ID1093,2023-04-30,84
ID1093,2023-05-31,86
ID1093,2023-06-30,89
ID1093,2023-07-31,62
ID1093,2023-08-31,100
ID1093,2023-09-30,80
ID1093,2023-10-31,79
ID1093,2023-11-30,86
ID1093,2023-12-31,81
ID1093,2024-01-31,98
ID1093,2024-02-29,83
ID1093,2024-03-31,86
ID1093,2024-04-30,131
ID1093,2024-05-31,88
ID1093,2024-06-30,0
ID1093,2024-07-31,0
ID1093,2024-08-31,0
ID1093,2024-09-30,0
ID1093,2024-10-31,0
ID1094,2022-10-31,366
ID1094,2022-11-30,330
ID1094,2022-12-31,346
ID1094,2023-01-31,375
ID1094,2023-02-28,333
ID1094,2023-03-31,336
ID1094,2023-04-30,387
ID1094,2023-05-31,367
ID1094,2023-06-30,393
ID1094,2023-07-31,353
ID1094,2023-08-31,401
ID1094,2023-09-30,295
ID1094,2023-10-31,296
ID1094,2023-11-30,317
ID1094,2023-12-31,351
ID1094,2024-01-31,415
ID1094,2024-02-29,408
ID1094,2024-03-31,434
ID1094,2024-04-30,519
ID1094,2024-05-31,542
ID1094,2024-06-30,403
ID1094,2024-07-31,405
ID1094,2024-08-31,401
ID1094,2024-09-30,414
ID1094,2024-10-31,406
ID1095,2022-10-31,61
ID1095,2022-11-30,74
ID1095,2022-12-31,49
ID1095,2023-01-31,66
ID1095,2023-02-28,56
ID1095,2023-03-31,49
ID1095,2023-04-30,53
ID1095,2023-05-31,58
ID1095,2023-06-30,59
ID1095,2023-07-31,74
ID1095,2023-08-31,65
ID1095,2023-09-30,63
ID1095,2023-10-31,61
ID1095,2023-11-30,64
ID1095,2023-12-31,69
ID1095,2024-01-31,52
ID1095,2024-02-29,57
ID1095,2024-03-31,58
ID1095,2024-04-30,55
ID1095,2024-05-31,54
ID1095,2024-06-30,51
ID1095,2024-07-31,50
ID1095,2024-08-31,46
ID1095,2024-09-30,24
ID1095,2024-10-31,52
ID1096,2022-10-31,108
ID1096,2022-11-30,107
ID1096,2022-12-31,116
ID1096,2023-01-31,127
ID1096,2023-02-28,90
ID1096,2023-03-31,97
ID1096,2023-04-30,83
ID1096,2023-05-31,110
ID1096,2023-06-30,123
ID1096,2023-07-31,110
ID1096,2023-08-31,110
ID1096,2023-09-30,96
ID1096,2023-10-31,103
ID1096,2023-11-30,92
ID1096,2023-12-31,105
ID1096,2024-01-31,102
ID1096,2024-02-29,88
ID1096,2024-03-31,126
ID1096,2024-04-30,155
ID1096,2024-05-31,192
ID1096,2024-06-30,180
ID1096,2024-07-31,173
ID1096,2024-08-31,174
ID1096,2024-09-30,192
ID1096,2024-10-31,181
ID1097,2022-10-31,290
ID1097,2022-11-30,356
ID1097,2022-12-31,368
ID1097,2023-01-31,492
ID1097,2023-02-28,63
ID1097,2023-03-31,80
ID1097,2023-04-30,101
ID1097,2023-05-31,156
ID1097,2023-06-30,209
ID1097,2023-07-31,163
ID1097,2023-08-31,
ID1097,2023-09-30,
ID1097,2023-10-31,0
ID1097,2023-11-30,0
ID1097,2023-12-31,0
ID1097,2024-01-31,121
ID1097,2024-02-29,166
ID1097,2024-03-31,38
ID1097,2024-04-30,0
ID1097,2024-05-31,0
ID1097,2024-06-30,0
ID1097,2024-07-31,1
ID1097,2024-08-31,0
ID1097,2024-09-30,1206
ID1097,2024-10-31,943
ID1098,2022-10-31,84
ID1098,2022-11-30,71
ID1098,2022-12-31,62
ID1098,2023-01-31,63
ID1098,2023-02-28,63
ID1098,2023-03-31,65
ID1098,2023-04-30,45
ID1098,2023-05-31,127
ID1098,2023-06-30,69
ID1098,2023-07-31,93
ID1098,2023-08-31,94
ID1098,2023-09-30,86
ID1098,2023-10-31,90
ID1098,2023-11-30,81
ID1098,2023-12-31,95
ID1098,2024-01-31,94
ID1098,2024-02-29,99
ID1098,2024-03-31,98
ID1098,2024-04-30,115
ID1098,2024-05-31,108
ID1098,2024-06-30,93
ID1098,2024-07-31,92
ID1098,2024-08-31,98
ID1098,2024-09-30,37
ID1098,2024-10-31,
ID1099,2022-10-31,28
ID1099,2022-11-30,33
ID1099,2022-12-31,27
ID1099,2023-01-31,17
ID1099,2023-02-28,15
ID1099,2023-03-31,19
ID1099,2023-04-30,17
ID1099,2023-05-31,22
ID1099,2023-06-30,22
ID1099,2023-07-31,25
ID1099,2023-08-31,26
ID1099,2023-09-30,28
ID1099,2023-10-31,29
ID1099,2023-11-30,22
ID1099,2023-12-31,28
ID1099,2024-01-31,20
ID1099,2024-02-29,18
ID1099,2024-03-31,19
ID1099,2024-04-30,19
ID1099,2024-05-31,21
ID1099,2024-06-30,20
ID1099,2024-07-31,8
ID1099,2024-08-31,31
ID1099,2024-09-30,18
ID1099,2024-10-31,20
ID1100,2022-10-31,124
ID1100,2022-11-30,155
ID1100,2022-12-31,164
ID1100,2023-01-31,134
ID1100,2023-02-28,98
ID1100,2023-03-31,105
ID1100,2023-04-30,131
ID1100,2023-05-31,149
ID1100,2023-06-30,148
ID1100,2023-07-31,161
ID1100,2023-08-31,74
ID1100,2023-09-30,102
ID1100,2023-10-31,91
ID1100,2023-11-30,90
ID1100,2023-12-31,94
ID1100,2024-01-31,152
ID1100,2024-02-29,163
ID1100,2024-03-31,150
ID1100,2024-04-30,164
ID1100,2024-05-31,155
ID1100,2024-06-30,160
ID1100,2024-07-31,152
ID1100,2024-08-31,144
ID1100,2024-09-30,98
ID1100,2024-10-31,52
ID1101,2022-10-31,67
ID1101,2022-11-30,78
ID1101,2022-12-31,231
ID1101,2023-01-31,246
ID1101,2023-02-28,209
ID1101,2023-03-31,280
ID1101,2023-04-30,302
ID1101,2023-05-31,255
ID1101,2023-06-30,342
ID1101,2023-07-31,325
ID1101,2023-08-31,354
ID1101,2023-09-30,209
ID1101,2023-10-31,178
ID1101,2023-11-30,121
ID1101,2023-12-31,137
ID1101,2024-01-31,218
ID1101,2024-02-29,233
ID1101,2024-03-31,273
ID1101,2024-04-30,336
ID1101,2024-05-31,349
ID1101,2024-06-30,295
ID1101,2024-07-31,272
ID1101,2024-08-31,319
ID1101,2024-09-30,326
ID1101,2024-10-31,332
ID1102,2022-10-31,116
ID1102,2022-11-30,129
ID1102,2022-12-31,135
ID1102,2023-01-31,119
ID1102,2023-02-28,113
ID1102,2023-03-31,128
ID1102,2023-04-30,140
ID1102,2023-05-31,113
ID1102,2023-06-30,139
ID1102,2023-07-31,136
ID1102,2023-08-31,139
ID1102,2023-09-30,138
ID1102,2023-10-31,136
ID1102,2023-11-30,145
ID1102,2023-12-31,152
ID1102,2024-01-31,156
ID1102,2024-02-29,147
ID1102,2024-03-31,138
ID1102,2024-04-30,166
ID1102,2024-05-31,143
ID1102,2024-06-30,160
ID1102,2024-07-31,166
ID1102,2024-08-31,170
ID1102,2024-09-30,162
ID1102,2024-10-31,194
ID1103,2022-10-31,130
ID1103,2022-11-30,137
ID1103,2022-12-31,143
ID1103,2023-01-31,133
ID1103,2023-02-28,160
ID1103,2023-03-31,92
ID1103,2023-04-30,129
ID1103,2023-05-31,127
ID1103,2023-06-30,139
ID1103,2023-07-31,115
ID1103,2023-08-31,109
ID1103,2023-09-30,122
ID1103,2023-10-31,114
ID1103,2023-11-30,118
ID1103,2023-12-31,108
ID1103,2024-01-31,118
ID1103,2024-02-29,124
ID1103,2024-03-31,127
ID1103,2024-04-30,134
ID1103,2024-05-31,129
ID1103,2024-06-30,128
ID1103,2024-07-31,129
ID1103,2024-08-31,128
ID1103,2024-09-30,125
ID1103,2024-10-31,131
ID1104,2022-10-31,71
ID1104,2022-11-30,67
ID1104,2022-12-31,66
ID1104,2023-01-31,68
ID1104,2023-02-28,74
ID1104,2023-03-31,72
ID1104,2023-04-30,79
ID1104,2023-05-31,66
ID1104,2023-06-30,79
ID1104,2023-07-31,76
ID1104,2023-08-31,65
ID1104,2023-09-30,63
ID1104,2023-10-31,50
ID1104,2023-11-30,41
ID1104,2023-12-31,33
ID1104,2024-01-31,51
ID1104,2024-02-29,52
ID1104,2024-03-31,47
ID1104,2024-04-30,53
ID1104,2024-05-31,51
ID1104,2024-06-30,52
ID1104,2024-07-31,47
ID1104,2024-08-31,49
ID1104,2024-09-30,52
ID1104,2024-10-31,43
ID1105,2022-10-31,83
ID1105,2022-11-30,76
ID1105,2022-12-31,67
ID1105,2023-01-31,68
ID1105,2023-02-28,68
ID1105,2023-03-31,64
ID1105,2023-04-30,73
ID1105,2023-05-31,78
ID1105,2023-06-30,81
ID1105,2023-07-31,75
ID1105,2023-08-31,83
ID1105,2023-09-30,89
ID1105,2023-10-31,73
ID1105,2023-11-30,74
ID1105,2023-12-31,70
ID1105,2024-01-31,81
ID1105,2024-02-29,81
ID1105,2024-03-31,87
ID1105,2024-04-30,90
ID1105,2024-05-31,90
ID1105,2024-06-30,90
ID1105,2024-07-31,85
ID1105,2024-08-31,90
ID1105,2024-09-30,69
ID1105,2024-10-31,100
ID1106,2022-10-31,9
ID1106,2022-11-30,11
ID1106,2022-12-31,7
ID1106,2023-01-31,8
ID1106,2023-02-28,8
ID1106,2023-03-31,8
ID1106,2023-04-30,8
ID1106,2023-05-31,0
ID1106,2023-06-30,10
ID1106,2023-07-31,144
ID1106,2023-08-31,116
ID1106,2023-09-30,139
ID1106,2023-10-31,125
ID1106,2023-11-30,139
ID1106,2023-12-31,131
ID1106,2024-01-31,142
ID1106,2024-02-29,138
ID1106,2024-03-31,126
ID1106,2024-04-30,161
ID1106,2024-05-31,166
ID1106,2024-06-30,146
ID1106,2024-07-31,150
ID1106,2024-08-31,161
ID1106,2024-09-30,152
ID1106,2024-10-31,165
ID1107,2022-10-31,124
ID1107,2022-11-30,85
ID1107,2022-12-31,74
ID1107,2023-01-31,36
ID1107,2023-02-28,47
ID1107,2023-03-31,64
ID1107,2023-04-30,79
ID1107,2023-05-31,68
ID1107,2023-06-30,74
ID1107,2023-07-31,107
ID1107,2023-08-31,84
ID1107,2023-09-30,79
ID1107,2023-10-31,50
ID1107,2023-11-30,53
ID1107,2023-12-31,57
ID1107,2024-01-31,42
ID1107,2024-02-29,89
ID1107,2024-03-31,87
ID1107,2024-04-30,109
ID1107,2024-05-31,83
ID1107,2024-06-30,112
ID1107,2024-07-31,91
ID1107,2024-08-31,117
ID1107,2024-09-30,117
ID1107,2024-10-31,70
ID1108,2022-10-31,259
ID1108,2022-11-30,207
ID1108,2022-12-31,208
ID1108,2023-01-31,219
ID1108,2023-02-28,201
ID1108,2023-03-31,328
ID1108,2023-04-30,252
ID1108,2023-05-31,243
ID1108,2023-06-30,223
ID1108,2023-07-31,208
ID1108,2023-08-31,248
ID1108,2023-09-30,254
ID1108,2023-10-31,171
ID1108,2023-11-30,177
ID1108,2023-12-31,184
ID1108,2024-01-31,167
ID1108,2024-02-29,190
ID1108,2024-03-31,198
ID1108,2024-04-30,255
ID1108,2024-05-31,277
ID1108,2024-06-30,228
ID1108,2024-07-31,239
ID1108,2024-08-31,261
ID1108,2024-09-30,249
ID1108,2024-10-31,795
ID1109,2022-10-31,27
ID1109,2022-11-30,28
ID1109,2022-12-31,23
ID1109,2023-01-31,26
ID1109,2023-02-28,25
ID1109,2023-03-31,25
ID1109,2023-04-30,34
ID1109,2023-05-31,38
ID1109,2023-06-30,47
ID1109,2023-07-31,30
ID1109,2023-08-31,26
ID1109,2023-09-30,26
ID1109,2023-10-31,16
ID1109,2023-11-30,22
ID1109,2023-12-31,16
ID1109,2024-01-31,22
ID1109,2024-02-29,20
ID1109,2024-03-31,23
ID1109,2024-04-30,30
ID1109,2024-05-31,34
ID1109,2024-06-30,23
ID1109,2024-07-31,32
ID1109,2024-08-31,29
ID1109,2024-09-30,28
ID1109,2024-10-31,34
ID1110,2022-10-31,134
ID1110,2022-11-30,154
ID1110,2022-12-31,151
ID1110,2023-01-31,163
ID1110,2023-02-28,164
ID1110,2023-03-31,145
ID1110,2023-04-30,193
ID1110,2023-05-31,183
ID1110,2023-06-30,193
ID1110,2023-07-31,185
ID1110,2023-08-31,201
ID1110,2023-09-30,190
ID1110,2023-10-31,186
ID1110,2023-11-30,180
ID1110,2023-12-31,157
ID1110,2024-01-31,156
ID1110,2024-02-29,162
ID1110,2024-03-31,167
ID1110,2024-04-30,188
ID1110,2024-05-31,186
ID1110,2024-06-30,190
ID1110,2024-07-31,212
ID1110,2024-08-31,194
ID1110,2024-09-30,218
ID1110,2024-10-31,214
ID1111,2022-10-31,239
ID1111,2022-11-30,180
ID1111,2022-12-31,170
ID1111,2023-01-31,159
ID1111,2023-02-28,159
ID1111,2023-03-31,178
ID1111,2023-04-30,199
ID1111,2023-05-31,256
ID1111,2023-06-30,212
ID1111,2023-07-31,215
ID1111,2023-08-31,234
ID1111,2023-09-30,219
ID1111,2023-10-31,217
ID1111,2023-11-30,213
ID1111,2023-12-31,219
ID1111,2024-01-31,208
ID1111,2024-02-29,219
ID1111,2024-03-31,217
ID1111,2024-04-30,203
ID1111,2024-05-31,286
ID1111,2024-06-30,263
ID1111,2024-07-31,248
ID1111,2024-08-31,298
ID1111,2024-09-30,312
ID1111,2024-10-31,455
ID1112,2022-10-31,45
ID1112,2022-11-30,50
ID1112,2022-12-31,51
ID1112,2023-01-31,63
ID1112,2023-02-28,54
ID1112,2023-03-31,63
ID1112,2023-04-30,20
ID1112,2023-05-31,68
ID1112,2023-06-30,36
ID1112,2023-07-31,47
ID1112,2023-08-31,38
ID1112,2023-09-30,56
ID1112,2023-10-31,10
ID1112,2023-11-30,28
ID1112,2023-12-31,27
ID1112,2024-01-31,57
ID1112,2024-02-29,42
ID1112,2024-03-31,40
ID1112,2024-04-30,37
ID1112,2024-05-31,71
ID1112,2024-06-30,42
ID1112,2024-07-31,17
ID1112,2024-08-31,26
ID1112,2024-09-30,57
ID1112,2024-10-31,34
ID1113,2022-10-31,2
ID1113,2022-11-30,1
ID1113,2022-12-31,2
ID1113,2023-01-31,0
ID1113,2023-02-28,0
ID1113,2023-03-31,1
ID1113,2023-04-30,62
ID1113,2023-05-31,83
ID1113,2023-06-30,87
ID1113,2023-07-31,82
ID1113,2023-08-31,96
ID1113,2023-09-30,90
ID1113,2023-10-31,82
ID1113,2023-11-30,79
ID1113,2023-12-31,79
ID1113,2024-01-31,76
ID1113,2024-02-29,71
ID1113,2024-03-31,76
ID1113,2024-04-30,93
ID1113,2024-05-31,70
ID1113,2024-06-30,76
ID1113,2024-07-31,80
ID1113,2024-08-31,69
ID1113,2024-09-30,67
ID1113,2024-10-31,73
ID1114,2022-10-31,273
ID1114,2022-11-30,197
ID1114,2022-12-31,197
ID1114,2023-01-31,148
ID1114,2023-02-28,153
ID1114,2023-03-31,190
ID1114,2023-04-30,190
ID1114,2023-05-31,234
ID1114,2023-06-30,283
ID1114,2023-07-31,245
ID1114,2023-08-31,251
ID1114,2023-09-30,321
ID1114,2023-10-31,181
ID1114,2023-11-30,181
ID1114,2023-12-31,240
ID1114,2024-01-31,197
ID1114,2024-02-29,206
ID1114,2024-03-31,222
ID1114,2024-04-30,328
ID1114,2024-05-31,282
ID1114,2024-06-30,361
ID1114,2024-07-31,229
ID1114,2024-08-31,243
ID1114,2024-09-30,284
ID1114,2024-10-31,261
ID1115,2022-10-31,2
ID1115,2022-11-30,5
ID1115,2022-12-31,2
ID1115,2023-01-31,4
ID1115,2023-02-28,2
ID1115,2023-03-31,122
ID1115,2023-04-30,215
ID1115,2023-05-31,216
ID1115,2023-06-30,191
ID1115,2023-07-31,195
ID1115,2023-08-31,227
ID1115,2023-09-30,224
ID1115,2023-10-31,222
ID1115,2023-11-30,218
ID1115,2023-12-31,203
ID1115,2024-01-31,200
ID1115,2024-02-29,148
ID1115,2024-03-31,149
ID1115,2024-04-30,166
ID1115,2024-05-31,183
ID1115,2024-06-30,191
ID1115,2024-07-31,187
ID1115,2024-08-31,168
ID1115,2024-09-30,48
ID1115,2024-10-31,0
ID1116,2022-10-31,85
ID1116,2022-11-30,98
ID1116,2022-12-31,112
ID1116,2023-01-31,72
ID1116,2023-02-28,80
ID1116,2023-03-31,54
ID1116,2023-04-30,63
ID1116,2023-05-31,50
ID1116,2023-06-30,64
ID1116,2023-07-31,18
ID1116,2023-08-31,27
ID1116,2023-09-30,24
ID1116,2023-10-31,36
ID1116,2023-11-30,42
ID1116,2023-12-31,56
ID1116,2024-01-31,104
ID1116,2024-02-29,35
ID1116,2024-03-31,34
ID1116,2024-04-30,39
ID1116,2024-05-31,36
ID1116,2024-06-30,35
ID1116,2024-07-31,35
ID1116,2024-08-31,36
ID1116,2024-09-30,41
ID1116,2024-10-31,49
ID1117,2022-10-31,103
ID1117,2022-11-30,105
ID1117,2022-12-31,104
ID1117,2023-01-31,120
ID1117,2023-02-28,100
ID1117,2023-03-31,100
ID1117,2023-04-30,117
ID1117,2023-05-31,101
ID1117,2023-06-30,104
ID1117,2023-07-31,102
ID1117,2023-08-31,105
ID1117,2023-09-30,122
ID1117,2023-10-31,
ID1117,2023-11-30,
ID1117,2023-12-31,
ID1117,2024-01-31,124
ID1117,2024-02-29,109
ID1117,2024-03-31,100
ID1117,2024-04-30,123
ID1117,2024-05-31,115
ID1117,2024-06-30,112
ID1117,2024-07-31,113
ID1117,2024-08-31,120
ID1117,2024-09-30,117
ID1117,2024-10-31,99
ID1118,2022-10-31,102
ID1118,2022-11-30,112
ID1118,2022-12-31,64
ID1118,2023-01-31,43
ID1118,2023-02-28,61
ID1118,2023-03-31,54
ID1118,2023-04-30,87
ID1118,2023-05-31,65
ID1118,2023-06-30,71
ID1118,2023-07-31,66
ID1118,2023-08-31,100
ID1118,2023-09-30,52
ID1118,2023-10-31,57
ID1118,2023-11-30,63
ID1118,2023-12-31,60
ID1118,2024-01-31,58
ID1118,2024-02-29,35
ID1118,2024-03-31,28
ID1118,2024-04-30,41
ID1118,2024-05-31,45
ID1118,2024-06-30,38
ID1118,2024-07-31,41
ID1118,2024-08-31,43
ID1118,2024-09-30,51
ID1118,2024-10-31,45
ID1119,2022-10-31,79
ID1119,2022-11-30,72
ID1119,2022-12-31,64
ID1119,2023-01-31,76
ID1119,2023-02-28,71
ID1119,2023-03-31,68
ID1119,2023-04-30,85
ID1119,2023-05-31,61
ID1119,2023-06-30,59
ID1119,2023-07-31,108
ID1119,2023-08-31,121
ID1119,2023-09-30,44
ID1119,2023-10-31,38
ID1119,2023-11-30,48
ID1119,2023-12-31,44
ID1119,2024-01-31,48
ID1119,2024-02-29,59
ID1119,2024-03-31,61
ID1119,2024-04-30,59
ID1119,2024-05-31,57
ID1119,2024-06-30,49
ID1119,2024-07-31,47
ID1119,2024-08-31,56
ID1119,2024-09-30,65
ID1119,2024-10-31,60
ID1120,2022-10-31,24
ID1120,2022-11-30,28
ID1120,2022-12-31,21
ID1120,2023-01-31,27
ID1120,2023-02-28,19
ID1120,2023-03-31,16
ID1120,2023-04-30,20
ID1120,2023-05-31,18
ID1120,2023-06-30,11
ID1120,2023-07-31,34
ID1120,2023-08-31,39
ID1120,2023-09-30,43
ID1120,2023-10-31,27
ID1120,2023-11-30,22
ID1120,2023-12-31,30
ID1120,2024-01-31,34
ID1120,2024-02-29,35
ID1120,2024-03-31,28
ID1120,2024-04-30,33
ID1120,2024-05-31,47
ID1120,2024-06-30,69
ID1120,2024-07-31,43
ID1120,2024-08-31,34
ID1120,2024-09-30,41
ID1120,2024-10-31,85
ID1121,2022-10-31,230
ID1121,2022-11-30,166
ID1121,2022-12-31,208
ID1121,2023-01-31,253
ID1121,2023-02-28,314
ID1121,2023-03-31,345
ID1121,2023-04-30,301
ID1121,2023-05-31,162
ID1121,2023-06-30,150
ID1121,2023-07-31,158
ID1121,2023-08-31,158
ID1121,2023-09-30,173
ID1121,2023-10-31,138
ID1121,2023-11-30,185
ID1121,2023-12-31,137
ID1121,2024-01-31,128
ID1121,2024-02-29,141
ID1121,2024-03-31,145
ID1121,2024-04-30,189
ID1121,2024-05-31,161
ID1121,2024-06-30,174
ID1121,2024-07-31,196
ID1121,2024-08-31,165
ID1121,2024-09-30,169
ID1121,2024-10-31,174
ID1122,2022-10-31,141
ID1122,2022-11-30,153
ID1122,2022-12-31,134
ID1122,2023-01-31,145
ID1122,2023-02-28,132
ID1122,2023-03-31,125
ID1122,2023-04-30,139
ID1122,2023-05-31,157
ID1122,2023-06-30,150
ID1122,2023-07-31,123
ID1122,2023-08-31,139
ID1122,2023-09-30,157
ID1122,2023-10-31,119
ID1122,2023-11-30,113
ID1122,2023-12-31,128
ID1122,2024-01-31,128
ID1122,2024-02-29,135
ID1122,2024-03-31,145
ID1122,2024-04-30,111
ID1122,2024-05-31,5
ID1122,2024-06-30,29
ID1122,2024-07-31,52
ID1122,2024-08-31,55
ID1122,2024-09-30,59
ID1122,2024-10-31,70
ID1123,2022-10-31,86
ID1123,2022-11-30,100
ID1123,2022-12-31,93
ID1123,2023-01-31,91
ID1123,2023-02-28,83
ID1123,2023-03-31,88
ID1123,2023-04-30,85
ID1123,2023-05-31,85
ID1123,2023-06-30,76
ID1123,2023-07-31,85
ID1123,2023-08-31,108
ID1123,2023-09-30,101
ID1123,2023-10-31,87
ID1123,2023-11-30,96
ID1123,2023-12-31,99
ID1123,2024-01-31,102
ID1123,2024-02-29,104
ID1123,2024-03-31,92
ID1123,2024-04-30,107
ID1123,2024-05-31,100
ID1123,2024-06-30,94
ID1123,2024-07-31,86
ID1123,2024-08-31,106
ID1123,2024-09-30,96
ID1123,2024-10-31,94
ID1124,2022-10-31,142
ID1124,2022-11-30,130
ID1124,2022-12-31,140
ID1124,2023-01-31,156
ID1124,2023-02-28,154
ID1124,2023-03-31,142
ID1124,2023-04-30,159
ID1124,2023-05-31,154
ID1124,2023-06-30,169
ID1124,2023-07-31,142
ID1124,2023-08-31,138
ID1124,2023-09-30,157
ID1124,2023-10-31,123
ID1124,2023-11-30,111
ID1124,2023-12-31,100
ID1124,2024-01-31,113
ID1124,2024-02-29,93
ID1124,2024-03-31,88
ID1124,2024-04-30,98
ID1124,2024-05-31,99
ID1124,2024-06-30,83
ID1124,2024-07-31,88
ID1124,2024-08-31,91
ID1124,2024-09-30,93
ID1124,2024-10-31,83
ID1125,2022-10-31,66
ID1125,2022-11-30,61
ID1125,2022-12-31,33
ID1125,2023-01-31,86
ID1125,2023-02-28,52
ID1125,2023-03-31,39
ID1125,2023-04-30,42
ID1125,2023-05-31,54
ID1125,2023-06-30,70
ID1125,2023-07-31,81
ID1125,2023-08-31,71
ID1125,2023-09-30,38
ID1125,2023-10-31,65
ID1125,2023-11-30,56
ID1125,2023-12-31,4
ID1125,2024-01-31,75
ID1125,2024-02-29,73
ID1125,2024-03-31,56
ID1125,2024-04-30,61
ID1125,2024-05-31,68
ID1125,2024-06-30,67
ID1125,2024-07-31,63
ID1125,2024-08-31,121
ID1125,2024-09-30,121
ID1125,2024-10-31,103
ID1126,2022-10-31,303
ID1126,2022-11-30,328
ID1126,2022-12-31,317
ID1126,2023-01-31,324
ID1126,2023-02-28,295
ID1126,2023-03-31,299
ID1126,2023-04-30,330
ID1126,2023-05-31,401
ID1126,2023-06-30,337
ID1126,2023-07-31,340
ID1126,2023-08-31,83
ID1126,2023-09-30,11
ID1126,2023-10-31,149
ID1126,2023-11-30,193
ID1126,2023-12-31,270
ID1126,2024-01-31,219
ID1126,2024-02-29,218
ID1126,2024-03-31,194
ID1126,2024-04-30,264
ID1126,2024-05-31,260
ID1126,2024-06-30,261
ID1126,2024-07-31,260
ID1126,2024-08-31,229
ID1126,2024-09-30,233
ID1126,2024-10-31,255
ID1127,2022-10-31,
ID1127,2022-11-30,541
ID1127,2022-12-31,274
ID1127,2023-01-31,273
ID1127,2023-02-28,246
ID1127,2023-03-31,212
ID1127,2023-04-30,262
ID1127,2023-05-31,230
ID1127,2023-06-30,243
ID1127,2023-07-31,215
ID1127,2023-08-31,235
ID1127,2023-09-30,186
ID1127,2023-10-31,207
ID1127,2023-11-30,250
ID1127,2023-12-31,239
ID1127,2024-01-31,256
ID1127,2024-02-29,233
ID1127,2024-03-31,218
ID1127,2024-04-30,239
ID1127,2024-05-31,279
ID1127,2024-06-30,274
ID1127,2024-07-31,266
ID1127,2024-08-31,264
ID1127,2024-09-30,271
ID1127,2024-10-31,292
ID1128,2022-10-31,192
ID1128,2022-11-30,166
ID1128,2022-12-31,190
ID1128,2023-01-31,150
ID1128,2023-02-28,151
ID1128,2023-03-31,154
ID1128,2023-04-30,160
ID1128,2023-05-31,147
ID1128,2023-06-30,186
ID1128,2023-07-31,153
ID1128,2023-08-31,161
ID1128,2023-09-30,184
ID1128,2023-10-31,158
ID1128,2023-11-30,155
ID1128,2023-12-31,136
ID1128,2024-01-31,150
ID1128,2024-02-29,139
ID1128,2024-03-31,149
ID1128,2024-04-30,204
ID1128,2024-05-31,194
ID1128,2024-06-30,175
ID1128,2024-07-31,185
ID1128,2024-08-31,177
ID1128,2024-09-30,192
ID1128,2024-10-31,235
ID1129,2022-10-31,41
ID1129,2022-11-30,29
ID1129,2022-12-31,43
ID1129,2023-01-31,39
ID1129,2023-02-28,36
ID1129,2023-03-31,38
ID1129,2023-04-30,41
ID1129,2023-05-31,44
ID1129,2023-06-30,46
ID1129,2023-07-31,44
ID1129,2023-08-31,44
ID1129,2023-09-30,42
ID1129,2023-10-31,41
ID1129,2023-11-30,37
ID1129,2023-12-31,37
ID1129,2024-01-31,38
ID1129,2024-02-29,40
ID1129,2024-03-31,41
ID1129,2024-04-30,49
ID1129,2024-05-31,45
ID1129,2024-06-30,46
ID1129,2024-07-31,43
ID1129,2024-08-31,44
ID1129,2024-09-30,41
ID1129,2024-10-31,44
ID1130,2022-10-31,75
ID1130,2022-11-30,102
ID1130,2022-12-31,96
ID1130,2023-01-31,87
ID1130,2023-02-28,87
ID1130,2023-03-31,79
ID1130,2023-04-30,95
ID1130,2023-05-31,91
ID1130,2023-06-30,118
ID1130,2023-07-31,103
ID1130,2023-08-31,71
ID1130,2023-09-30,65
ID1130,2023-10-31,53
ID1130,2023-11-30,55
ID1130,2023-12-31,112
ID1130,2024-01-31,43
ID1130,2024-02-29,44
ID1130,2024-03-31,184
ID1130,2024-04-30,96
ID1130,2024-05-31,184
ID1130,2024-06-30,95
ID1130,2024-07-31,44
ID1130,2024-08-31,45
ID1130,2024-09-30,52
ID1130,2024-10-31,48
ID1131,2022-10-31,194
ID1131,2022-11-30,119
ID1131,2022-12-31,125
ID1131,2023-01-31,152
ID1131,2023-02-28,145
ID1131,2023-03-31,126
ID1131,2023-04-30,140
ID1131,2023-05-31,143
ID1131,2023-06-30,148
ID1131,2023-07-31,146
ID1131,2023-08-31,138
ID1131,2023-09-30,90
ID1131,2023-10-31,80
ID1131,2023-11-30,92
ID1131,2023-12-31,115
ID1131,2024-01-31,116
ID1131,2024-02-29,117
ID1131,2024-03-31,173
ID1131,2024-04-30,137
ID1131,2024-05-31,121
ID1131,2024-06-30,121
ID1131,2024-07-31,128
ID1131,2024-08-31,125
ID1131,2024-09-30,113
ID1131,2024-10-31,121
ID1132,2022-10-31,856
ID1132,2022-11-30,759
ID1132,2022-12-31,713
ID1132,2023-01-31,695
ID1132,2023-02-28,770
ID1132,2023-03-31,719
ID1132,2023-04-30,714
ID1132,2023-05-31,729
ID1132,2023-06-30,880
ID1132,2023-07-31,990
ID1132,2023-08-31,1025
ID1132,2023-09-30,1101
ID1132,2023-10-31,767
ID1132,2023-11-30,892
ID1132,2023-12-31,807
ID1132,2024-01-31,706
ID1132,2024-02-29,919
ID1132,2024-03-31,1057
ID1132,2024-04-30,1172
ID1132,2024-05-31,1416
ID1132,2024-06-30,1195
ID1132,2024-07-31,998
ID1132,2024-08-31,894
ID1132,2024-09-30,928
ID1132,2024-10-31,840
ID1133,2022-10-31,69
ID1133,2022-11-30,75
ID1133,2022-12-31,68
ID1133,2023-01-31,69
